storm_id,name,year,month,day,hour,status,lat,lon,wind_knots,pressure_mb,datetime
AL011852,UNNAMED,1852,8,26,6,HU,30.2,-88.6,100,961.0,1852-08-26 06:00:00
AL031853,UNNAMED,1853,9,3,12,HU,19.7,-56.2,130,924.0,1853-09-03 12:00:00
AL031854,UNNAMED,1854,9,7,12,HU,28.0,-78.6,110,938.0,1854-09-07 12:00:00
AL031854,UNNAMED,1854,9,8,18,HU,31.6,-81.1,100,950.0,1854-09-08 18:00:00
AL031854,UNNAMED,1854,9,8,20,HU,31.7,-81.1,100,950.0,1854-09-08 20:00:00
AL041855,UNNAMED,1855,8,27,0,TS,18.4,-69.5,50,997.0,1855-08-27 00:00:00
AL011856,UNNAMED,1856,8,10,18,HU,29.2,-91.1,130,934.0,1856-08-10 18:00:00
AL051856,UNNAMED,1856,8,28,6,HU,23.0,-82.9,90,969.0,1856-08-28 06:00:00
AL021857,UNNAMED,1857,9,12,18,HU,33.3,-78.3,90,961.0,1857-09-12 18:00:00
AL031858,UNNAMED,1858,9,16,18,HU,41.4,-72.0,70,979.0,1858-09-16 18:00:00
AL061859,UNNAMED,1859,10,6,12,HU,42.5,-64.0,110,938.0,1859-10-06 12:00:00
AL081859,UNNAMED,1859,10,29,0,HU,29.2,-79.2,70,989.0,1859-10-29 00:00:00
AL081861,UNNAMED,1861,11,3,12,TS,42.0,-71.5,50,1000.0,1861-11-03 12:00:00
AL081861,UNNAMED,1861,11,3,18,TS,44.0,-70.0,50,999.0,1861-11-03 18:00:00
AL031863,UNNAMED,1863,8,22,12,HU,41.0,-67.8,80,975.0,1863-08-22 12:00:00
AL071865,UNNAMED,1865,10,23,0,HU,22.6,-82.6,80,975.0,1865-10-23 00:00:00
AL061866,UNNAMED,1866,10,2,0,HU,24.5,-77.1,120,938.0,1866-10-02 00:00:00
AL021867,UNNAMED,1867,8,2,12,HU,37.5,-73.5,80,969.0,1867-08-02 12:00:00
AL091867,UNNAMED,1867,10,29,18,HU,18.4,-64.8,100,952.0,1867-10-29 18:00:00
AL061869,UNNAMED,1869,9,8,18,HU,38.8,-72.6,100,950.0,1869-09-08 18:00:00
AL061869,UNNAMED,1869,9,8,21,HU,41.0,-71.9,100,963.0,1869-09-08 21:00:00
AL061869,UNNAMED,1869,9,8,22,HU,41.4,-71.7,100,965.0,1869-09-08 22:00:00
AL061869,UNNAMED,1869,9,9,0,HU,42.8,-71.1,80,973.0,1869-09-09 00:00:00
AL071869,UNNAMED,1869,9,15,18,HU,23.7,-58.6,80,979.0,1869-09-15 18:00:00
AL031870,UNNAMED,1870,9,4,12,TS,19.2,-53.0,40,1004.0,1870-09-04 12:00:00
AL041870,UNNAMED,1870,9,12,0,HU,41.5,-57.4,100,948.0,1870-09-12 00:00:00
AL051870,UNNAMED,1870,9,19,0,HU,40.8,-64.1,80,969.0,1870-09-19 00:00:00
AL061870,UNNAMED,1870,10,7,12,HU,22.1,-81.6,100,959.0,1870-10-07 12:00:00
AL011871,UNNAMED,1871,6,4,6,TS,28.9,-95.0,50,999.0,1871-06-04 06:00:00
AL011871,UNNAMED,1871,6,4,7,TS,29.1,-95.1,50,999.0,1871-06-04 07:00:00
AL031871,UNNAMED,1871,8,16,0,HU,26.8,-78.5,100,952.0,1871-08-16 00:00:00
AL031871,UNNAMED,1871,8,16,6,HU,26.8,-79.1,100,955.0,1871-08-16 06:00:00
AL041871,UNNAMED,1871,8,21,12,HU,17.7,-62.9,100,965.0,1871-08-21 12:00:00
AL041871,UNNAMED,1871,8,22,0,HU,18.9,-65.3,100,962.0,1871-08-22 00:00:00
AL021873,UNNAMED,1873,8,25,0,HU,43.7,-58.9,90,962.0,1873-08-25 00:00:00
AL051873,UNNAMED,1873,10,7,0,HU,26.2,-82.5,100,959.0,1873-10-07 00:00:00
AL051873,UNNAMED,1873,10,7,1,HU,26.5,-82.2,100,959.0,1873-10-07 01:00:00
AL061874,UNNAMED,1874,9,28,18,HU,32.8,-80.0,80,981.0,1874-09-28 18:00:00
AL061874,UNNAMED,1874,9,30,18,EX,46.0,-68.0,60,980.0,1874-09-30 18:00:00
AL021875,UNNAMED,1875,9,6,6,HU,23.6,-58.5,70,982.0,1875-09-06 06:00:00
AL031875,UNNAMED,1875,9,13,12,HU,21.0,-78.5,80,978.0,1875-09-13 12:00:00
AL031875,UNNAMED,1875,9,14,6,TS,23.4,-82.4,60,992.0,1875-09-14 06:00:00
AL011876,UNNAMED,1876,9,9,18,HU,40.7,-59.3,80,970.0,1876-09-09 18:00:00
AL021876,UNNAMED,1876,9,13,18,HU,18.3,-67.6,70,991.0,1876-09-13 18:00:00
AL021876,UNNAMED,1876,9,16,6,TS,22.9,-80.0,50,999.0,1876-09-16 06:00:00
AL021876,UNNAMED,1876,9,17,12,HU,33.5,-77.8,80,980.0,1876-09-17 12:00:00
AL021876,UNNAMED,1876,9,17,14,HU,34.4,-77.6,80,980.0,1876-09-17 14:00:00
AL021876,UNNAMED,1876,9,17,18,HU,36.0,-77.3,70,985.0,1876-09-17 18:00:00
AL021876,UNNAMED,1876,9,18,0,TS,38.2,-77.3,60,987.0,1876-09-18 00:00:00
AL051876,UNNAMED,1876,10,19,12,HU,22.7,-82.3,100,958.0,1876-10-19 12:00:00
AL051876,UNNAMED,1876,10,20,0,HU,24.7,-81.9,90,973.0,1876-10-20 00:00:00
AL051876,UNNAMED,1876,10,20,5,HU,25.8,-81.4,90,973.0,1876-10-20 05:00:00
AL051876,UNNAMED,1876,10,20,18,HU,28.8,-79.6,80,976.0,1876-10-20 18:00:00
AL031878,UNNAMED,1878,8,20,6,HU,45.8,-59.7,80,963.0,1878-08-20 06:00:00
AL041878,UNNAMED,1878,8,25,18,TS,26.7,-75.6,50,996.0,1878-08-25 18:00:00
AL041878,UNNAMED,1878,8,28,18,HU,34.0,-63.9,90,972.0,1878-08-28 18:00:00
AL041878,UNNAMED,1878,8,29,6,HU,35.2,-60.4,80,975.0,1878-08-29 06:00:00
AL051878,UNNAMED,1878,9,10,12,HU,28.7,-82.5,80,970.0,1878-09-10 12:00:00
AL051878,UNNAMED,1878,9,11,0,TS,29.7,-81.5,60,985.0,1878-09-11 00:00:00
AL071878,UNNAMED,1878,10,7,12,HU,43.5,-48.5,110,938.0,1878-10-07 12:00:00
AL081878,UNNAMED,1878,10,13,12,HU,42.9,-62.6,70,982.0,1878-10-13 12:00:00
AL101878,UNNAMED,1878,10,18,18,HU,31.0,-56.8,100,951.0,1878-10-18 18:00:00
AL111878,UNNAMED,1878,10,23,0,HU,33.0,-77.4,90,963.0,1878-10-23 00:00:00
AL111878,UNNAMED,1878,10,23,4,HU,34.8,-77.1,90,963.0,1878-10-23 04:00:00
AL111878,UNNAMED,1878,10,23,12,HU,39.0,-77.2,80,975.0,1878-10-23 12:00:00
AL021879,UNNAMED,1879,8,18,12,HU,34.5,-76.8,100,971.0,1879-08-18 12:00:00
AL021879,UNNAMED,1879,8,18,18,HU,37.3,-75.4,90,979.0,1879-08-18 18:00:00
AL021879,UNNAMED,1879,8,19,0,HU,39.5,-73.4,80,984.0,1879-08-19 00:00:00
AL021879,UNNAMED,1879,8,19,6,HU,41.4,-70.8,70,984.0,1879-08-19 06:00:00
AL031879,UNNAMED,1879,8,23,0,HU,29.3,-94.4,90,964.0,1879-08-23 00:00:00
AL031879,UNNAMED,1879,8,23,2,HU,29.6,-94.4,90,964.0,1879-08-23 02:00:00
AL031879,UNNAMED,1879,8,23,12,TS,32.3,-93.8,50,988.0,1879-08-23 12:00:00
AL081879,UNNAMED,1879,11,20,18,EX,42.5,-64.8,80,968.0,1879-11-20 18:00:00
AL021880,UNNAMED,1880,8,13,0,HU,25.7,-96.9,130,931.0,1880-08-13 00:00:00
AL021880,UNNAMED,1880,8,13,1,HU,25.8,-97.0,130,931.0,1880-08-13 01:00:00
AL021880,UNNAMED,1880,8,13,6,HU,26.1,-97.6,110,943.0,1880-08-13 06:00:00
AL031880,UNNAMED,1880,8,18,18,HU,16.5,-75.3,70,987.0,1880-08-18 18:00:00
AL031880,UNNAMED,1880,8,19,0,HU,17.6,-76.6,80,980.0,1880-08-19 00:00:00
AL031880,UNNAMED,1880,8,19,12,TS,20.2,-77.5,60,992.0,1880-08-19 12:00:00
AL041880,UNNAMED,1880,8,29,0,HU,28.0,-79.4,90,972.0,1880-08-29 00:00:00
AL051880,UNNAMED,1880,8,31,6,HU,33.5,-64.0,80,977.0,1880-08-31 06:00:00
AL061880,UNNAMED,1880,9,9,6,HU,33.5,-78.1,70,987.0,1880-09-09 06:00:00
AL061880,UNNAMED,1880,9,9,10,HU,34.7,-77.1,70,987.0,1880-09-09 10:00:00
AL081880,UNNAMED,1880,10,2,6,HU,28.0,-63.3,120,928.0,1880-10-02 06:00:00
AL081880,UNNAMED,1880,10,2,12,HU,28.3,-63.7,120,928.0,1880-10-02 12:00:00
AL101880,UNNAMED,1880,10,13,18,HU,28.8,-66.8,80,970.0,1880-10-13 18:00:00
AL101880,UNNAMED,1880,10,14,12,HU,30.7,-64.6,70,979.0,1880-10-14 12:00:00
AL111880,UNNAMED,1880,10,23,12,EX,43.5,-69.0,60,991.0,1880-10-23 12:00:00
AL111880,UNNAMED,1880,10,23,13,EX,44.0,-68.8,60,991.0,1880-10-23 13:00:00
AL051881,UNNAMED,1881,8,28,0,HU,31.6,-80.9,90,970.0,1881-08-28 00:00:00
AL051881,UNNAMED,1881,8,28,2,HU,31.7,-81.1,90,970.0,1881-08-28 02:00:00
AL051881,UNNAMED,1881,8,29,12,TS,34.0,-89.0,40,1002.0,1881-08-29 12:00:00
AL061881,UNNAMED,1881,9,9,18,HU,34.2,-78.1,80,975.0,1881-09-09 18:00:00
AL021882,UNNAMED,1882,9,7,0,HU,22.6,-85.8,80,981.0,1882-09-07 00:00:00
AL021882,UNNAMED,1882,9,9,18,HU,28.8,-88.0,100,961.0,1882-09-09 18:00:00
AL021882,UNNAMED,1882,9,10,0,HU,30.0,-87.1,110,949.0,1882-09-10 00:00:00
AL021882,UNNAMED,1882,9,10,2,HU,30.4,-86.8,110,949.0,1882-09-10 02:00:00
AL021882,UNNAMED,1882,9,12,12,TS,41.7,-68.1,50,1000.0,1882-09-12 12:00:00
AL041882,UNNAMED,1882,9,23,6,TS,36.0,-76.6,40,1005.0,1882-09-23 06:00:00
AL021883,UNNAMED,1883,8,30,12,HU,45.0,-56.2,70,983.0,1883-08-30 12:00:00
AL021883,UNNAMED,1883,9,2,6,EX,52.0,-7.2,80,963.0,1883-09-02 06:00:00
AL021884,UNNAMED,1884,9,7,12,HU,22.0,-57.0,100,957.0,1884-09-07 12:00:00
AL031884,UNNAMED,1884,9,15,0,HU,29.3,-73.9,70,982.0,1884-09-15 00:00:00
AL031884,UNNAMED,1884,9,16,6,HU,27.8,-76.0,70,988.0,1884-09-16 06:00:00
AL031884,UNNAMED,1884,9,18,6,HU,30.2,-65.3,80,979.0,1884-09-18 06:00:00
AL031884,UNNAMED,1884,9,19,6,HU,42.7,-53.5,70,982.0,1884-09-19 06:00:00
AL011885,UNNAMED,1885,8,9,12,HU,34.5,-60.6,70,990.0,1885-08-09 12:00:00
AL011885,UNNAMED,1885,8,9,18,HU,36.3,-60.3,70,981.0,1885-08-09 18:00:00
AL011885,UNNAMED,1885,8,10,12,HU,42.0,-56.0,70,983.0,1885-08-10 12:00:00
AL021885,UNNAMED,1885,8,25,12,HU,32.6,-80.1,90,970.0,1885-08-25 12:00:00
AL021885,UNNAMED,1885,8,27,0,HU,40.4,-62.9,90,958.0,1885-08-27 00:00:00
AL051885,UNNAMED,1885,9,18,12,TS,16.2,-55.1,50,999.0,1885-09-18 12:00:00
AL041886,UNNAMED,1886,7,21,18,HU,39.8,-56.9,70,990.0,1886-07-21 18:00:00
AL051886,UNNAMED,1886,8,20,12,HU,28.0,-96.6,130,925.0,1886-08-20 12:00:00
AL051886,UNNAMED,1886,8,20,13,HU,28.1,-96.8,130,925.0,1886-08-20 13:00:00
AL051886,UNNAMED,1886,8,20,18,HU,29.0,-98.0,85,965.0,1886-08-20 18:00:00
AL061887,UNNAMED,1887,8,23,12,EX,49.0,-35.0,70,972.0,1887-08-23 12:00:00
AL081887,UNNAMED,1887,9,4,0,HU,46.4,-44.5,90,963.0,1887-09-04 00:00:00
AL091887,UNNAMED,1887,9,21,17,HU,26.1,-97.2,75,973.0,1887-09-21 17:00:00
AL091887,UNNAMED,1887,9,21,18,HU,26.1,-97.3,75,973.0,1887-09-21 18:00:00
AL101887,UNNAMED,1887,9,18,0,HU,45.7,-51.4,70,983.0,1887-09-18 00:00:00
AL161887,UNNAMED,1887,10,31,18,TS,35.4,-73.4,60,993.0,1887-10-31 18:00:00
AL161887,UNNAMED,1887,11,5,6,EX,53.4,-23.1,60,990.0,1887-11-05 06:00:00
AL051888,UNNAMED,1888,9,8,12,TS,27.7,-81.8,35,1002.0,1888-09-08 12:00:00
AL051888,UNNAMED,1888,9,9,6,TS,29.2,-82.9,50,999.0,1888-09-09 06:00:00
AL061888,UNNAMED,1888,9,26,12,HU,41.2,-70.2,70,985.0,1888-09-26 12:00:00
AL061888,UNNAMED,1888,9,26,13,HU,41.6,-69.9,70,985.0,1888-09-26 13:00:00
AL071888,UNNAMED,1888,10,11,0,HU,29.0,-83.3,95,970.0,1888-10-11 00:00:00
AL071888,UNNAMED,1888,10,11,1,HU,29.2,-83.1,95,970.0,1888-10-11 01:00:00
AL031891,UNNAMED,1891,8,19,0,HU,14.7,-61.1,110,961.0,1891-08-19 00:00:00
AL071891,UNNAMED,1891,10,7,18,TS,27.1,-80.3,40,1004.0,1891-10-07 18:00:00
AL041893,UNNAMED,1893,8,23,0,HU,29.8,-71.6,100,952.0,1893-08-23 00:00:00
AL041893,UNNAMED,1893,8,24,12,HU,40.7,-73.9,75,986.0,1893-08-24 12:00:00
AL061893,UNNAMED,1893,8,22,6,HU,21.9,-55.5,85,972.0,1893-08-22 06:00:00
AL061893,UNNAMED,1893,8,28,0,HU,30.6,-80.7,100,954.0,1893-08-28 00:00:00
AL061893,UNNAMED,1893,8,28,5,HU,31.7,-81.1,100,954.0,1893-08-28 05:00:00
AL061893,UNNAMED,1893,8,28,6,HU,32.1,-81.2,90,958.0,1893-08-28 06:00:00
AL091893,UNNAMED,1893,10,13,12,HU,32.6,-79.7,105,955.0,1893-10-13 12:00:00
AL091893,UNNAMED,1893,10,13,13,HU,33.0,-79.5,105,955.0,1893-10-13 13:00:00
AL101893,UNNAMED,1893,10,2,6,HU,29.1,-90.0,115,948.0,1893-10-02 06:00:00
AL101893,UNNAMED,1893,10,2,8,HU,29.3,-89.8,115,948.0,1893-10-02 08:00:00
AL031894,UNNAMED,1894,9,8,0,HU,36.2,-53.4,100,948.0,1894-09-08 00:00:00
AL041894,UNNAMED,1894,9,24,18,TS,22.9,-81.7,60,994.0,1894-09-24 18:00:00
AL041894,UNNAMED,1894,9,25,12,HU,25.0,-82.0,80,985.0,1894-09-25 12:00:00
AL061894,UNNAMED,1894,10,16,18,HU,26.1,-66.7,115,931.0,1894-10-16 18:00:00
AL071894,UNNAMED,1894,10,29,0,HU,47.0,-42.6,95,955.0,1894-10-29 00:00:00
AL021896,UNNAMED,1896,9,7,0,HU,29.1,-74.1,100,956.0,1896-09-07 00:00:00
AL041896,UNNAMED,1896,9,29,6,HU,27.0,-84.2,110,960.0,1896-09-29 06:00:00
AL041896,UNNAMED,1896,9,29,11,HU,29.2,-83.1,110,960.0,1896-09-29 11:00:00
AL041896,UNNAMED,1896,9,29,12,HU,29.6,-82.9,100,963.0,1896-09-29 12:00:00
AL041896,UNNAMED,1896,9,29,18,HU,32.2,-81.2,85,973.0,1896-09-29 18:00:00
AL041896,UNNAMED,1896,9,30,0,HU,35.7,-79.2,70,988.0,1896-09-30 00:00:00
AL041896,UNNAMED,1896,9,30,6,EX,39.5,-78.5,60,987.0,1896-09-30 06:00:00
AL041898,UNNAMED,1898,9,11,18,HU,13.6,-61.5,95,965.0,1898-09-11 18:00:00
AL071898,UNNAMED,1898,9,27,18,HU,23.2,-67.0,80,977.0,1898-09-27 18:00:00
AL071898,UNNAMED,1898,10,2,12,HU,30.4,-80.6,115,938.0,1898-10-02 12:00:00
AL071898,UNNAMED,1898,10,2,16,HU,30.9,-81.4,115,938.0,1898-10-02 16:00:00
AL081898,UNNAMED,1898,9,26,12,TD,22.5,-82.5,30,1008.0,1898-09-26 12:00:00
AL021899,UNNAMED,1899,8,1,18,HU,29.8,-84.8,85,979.0,1899-08-01 18:00:00
AL031899,UNNAMED,1899,8,3,18,TS,12.2,-35.7,55,995.0,1899-08-03 18:00:00
AL031899,UNNAMED,1899,8,7,18,HU,16.5,-62.0,130,930.0,1899-08-07 18:00:00
AL031899,UNNAMED,1899,8,8,12,HU,18.0,-66.2,120,940.0,1899-08-08 12:00:00
AL051899,UNNAMED,1899,9,13,6,HU,32.2,-64.6,105,939.0,1899-09-13 06:00:00
AL011900,UNNAMED,1900,9,6,18,HU,26.1,-85.2,85,974.0,1900-09-06 18:00:00
AL011900,UNNAMED,1900,9,9,0,HU,28.9,-94.7,120,936.0,1900-09-09 00:00:00
AL011900,UNNAMED,1900,9,9,2,HU,29.1,-95.1,120,936.0,1900-09-09 02:00:00
AL041901,UNNAMED,1901,8,15,18,HU,30.5,-88.7,70,973.0,1901-08-15 18:00:00
AL041902,UNNAMED,1902,10,7,6,HU,20.0,-92.5,90,970.0,1902-10-07 06:00:00
AL021903,UNNAMED,1903,8,9,6,HU,14.5,-61.4,90,970.0,1903-08-09 06:00:00
AL021903,UNNAMED,1903,8,12,6,HU,19.4,-81.1,105,958.0,1903-08-12 06:00:00
AL021903,UNNAMED,1903,8,15,6,HU,22.6,-95.1,70,986.0,1903-08-15 06:00:00
AL031903,UNNAMED,1903,9,11,18,HU,25.9,-79.6,75,976.0,1903-09-11 18:00:00
AL031903,UNNAMED,1903,9,11,23,HU,26.1,-80.1,75,976.0,1903-09-11 23:00:00
AL031903,UNNAMED,1903,9,12,12,TS,27.3,-82.1,55,988.0,1903-09-12 12:00:00
AL041903,UNNAMED,1903,9,16,11,HU,39.1,-74.7,70,990.0,1903-09-16 11:00:00
AL041903,UNNAMED,1903,9,16,12,HU,39.3,-74.7,70,990.0,1903-09-16 12:00:00
AL041905,UNNAMED,1905,10,11,18,EX,42.9,-44.8,80,945.0,1905-10-11 18:00:00
AL021906,UNNAMED,1906,6,17,6,HU,25.0,-80.9,75,979.0,1906-06-17 06:00:00
AL021906,UNNAMED,1906,6,17,8,HU,25.2,-80.7,75,979.0,1906-06-17 08:00:00
AL041906,UNNAMED,1906,9,11,0,HU,40.0,-52.8,95,950.0,1906-09-11 00:00:00
AL051906,UNNAMED,1906,9,17,18,HU,32.9,-78.2,80,977.0,1906-09-17 18:00:00
AL051906,UNNAMED,1906,9,17,22,HU,33.3,-79.2,80,977.0,1906-09-17 22:00:00
AL061906,UNNAMED,1906,9,26,12,HU,26.3,-87.0,105,953.0,1906-09-26 12:00:00
AL061906,UNNAMED,1906,9,27,12,HU,30.4,-88.7,95,958.0,1906-09-27 12:00:00
AL081906,UNNAMED,1906,10,18,12,HU,25.3,-80.7,105,953.0,1906-10-18 12:00:00
AL021908,UNNAMED,1908,5,29,18,HU,34.8,-75.8,65,989.0,1908-05-29 18:00:00
AL021908,UNNAMED,1908,5,29,21,HU,35.2,-75.6,65,989.0,1908-05-29 21:00:00
AL021909,UNNAMED,1909,6,29,17,HU,26.1,-97.2,85,972.0,1909-06-29 17:00:00
AL021909,UNNAMED,1909,6,29,18,HU,26.1,-97.3,85,972.0,1909-06-29 18:00:00
AL041909,UNNAMED,1909,7,20,18,HU,27.4,-91.5,70,985.0,1909-07-20 18:00:00
AL041909,UNNAMED,1909,7,21,18,HU,29.0,-95.5,90,959.0,1909-07-21 18:00:00
AL051909,UNNAMED,1909,8,7,12,TS,21.0,-84.3,40,1004.0,1909-08-07 12:00:00
AL091909,UNNAMED,1909,9,17,18,HU,22.0,-84.2,85,976.0,1909-09-17 18:00:00
AL091909,UNNAMED,1909,9,21,0,HU,29.5,-91.3,100,952.0,1909-09-21 00:00:00
AL111909,UNNAMED,1909,10,11,18,HU,24.7,-81.0,100,957.0,1909-10-11 18:00:00
AL051910,UNNAMED,1910,10,14,6,HU,22.3,-83.6,100,960.0,1910-10-14 06:00:00
AL051910,UNNAMED,1910,10,17,0,HU,22.1,-84.9,130,924.0,1910-10-17 00:00:00
AL051910,UNNAMED,1910,10,17,18,HU,24.4,-82.8,115,941.0,1910-10-17 18:00:00
AL051910,UNNAMED,1910,10,18,6,HU,26.5,-82.0,95,955.0,1910-10-18 06:00:00
AL031911,UNNAMED,1911,8,28,6,HU,32.1,-80.3,85,972.0,1911-08-28 06:00:00
AL031911,UNNAMED,1911,8,28,10,HU,32.2,-80.7,85,972.0,1911-08-28 10:00:00
AL071912,UNNAMED,1912,11,18,12,HU,18.3,-78.4,100,965.0,1912-11-18 12:00:00
AL041913,UNNAMED,1913,9,3,6,HU,34.6,-76.3,75,976.0,1913-09-03 06:00:00
AL041913,UNNAMED,1913,9,3,8,HU,34.7,-76.6,75,976.0,1913-09-03 08:00:00
AL061913,UNNAMED,1913,10,29,18,TS,22.2,-84.0,40,1003.0,1913-10-29 18:00:00
AL011915,UNNAMED,1915,8,1,18,HU,28.7,-80.8,65,990.0,1915-08-01 18:00:00
AL011915,UNNAMED,1915,8,2,12,TS,30.2,-81.8,40,1003.0,1915-08-02 12:00:00
AL021915,UNNAMED,1915,8,17,6,HU,28.9,-95.0,115,940.0,1915-08-17 06:00:00
AL021915,UNNAMED,1915,8,17,7,HU,29.2,-95.1,115,940.0,1915-08-17 07:00:00
AL041915,UNNAMED,1915,9,4,12,HU,30.2,-85.4,70,982.0,1915-09-04 12:00:00
AL041915,UNNAMED,1915,9,4,18,TS,31.8,-85.3,50,1003.0,1915-09-04 18:00:00
AL061915,UNNAMED,1915,9,25,18,HU,15.6,-77.7,125,931.0,1915-09-25 18:00:00
AL061915,UNNAMED,1915,9,29,6,HU,26.8,-89.2,120,935.0,1915-09-29 06:00:00
AL061915,UNNAMED,1915,9,29,18,HU,29.0,-90.3,110,944.0,1915-09-29 18:00:00
AL061915,UNNAMED,1915,9,30,0,HU,30.1,-90.2,70,949.0,1915-09-30 00:00:00
AL011916,UNNAMED,1916,5,14,6,TS,25.1,-81.0,35,1006.0,1916-05-14 06:00:00
AL011916,UNNAMED,1916,5,14,18,TS,27.2,-81.6,40,1004.0,1916-05-14 18:00:00
AL011916,UNNAMED,1916,5,17,12,EX,41.0,-72.5,50,990.0,1916-05-17 12:00:00
AL021916,UNNAMED,1916,7,5,18,HU,29.9,-88.0,105,950.0,1916-07-05 18:00:00
AL021916,UNNAMED,1916,7,5,21,HU,30.4,-88.4,105,950.0,1916-07-05 21:00:00
AL021916,UNNAMED,1916,7,6,12,TS,32.4,-90.0,45,994.0,1916-07-06 12:00:00
AL031916,UNNAMED,1916,7,19,6,HU,32.2,-73.3,75,980.0,1916-07-19 06:00:00
AL031916,UNNAMED,1916,7,21,12,TS,41.1,-71.4,60,993.0,1916-07-21 12:00:00
AL031916,UNNAMED,1916,7,21,13,TS,41.4,-71.2,60,993.0,1916-07-21 13:00:00
AL031916,UNNAMED,1916,7,21,18,TS,43.0,-70.4,45,1001.0,1916-07-21 18:00:00
AL041916,UNNAMED,1916,7,14,6,HU,32.6,-79.4,95,960.0,1916-07-14 06:00:00
AL041916,UNNAMED,1916,7,14,8,HU,32.9,-79.5,95,960.0,1916-07-14 08:00:00
AL061916,UNNAMED,1916,8,18,18,HU,26.4,-96.3,115,932.0,1916-08-18 18:00:00
AL061916,UNNAMED,1916,8,18,22,HU,27.0,-97.4,115,932.0,1916-08-18 22:00:00
AL061916,UNNAMED,1916,8,19,0,HU,27.2,-97.8,90,940.0,1916-08-19 00:00:00
AL081916,UNNAMED,1916,8,29,0,HU,15.5,-61.6,70,986.0,1916-08-29 00:00:00
AL121916,UNNAMED,1916,10,4,12,TS,31.7,-78.4,50,1000.0,1916-10-04 12:00:00
AL131916,UNNAMED,1916,10,9,18,HU,17.3,-64.4,95,963.0,1916-10-09 18:00:00
AL141916,UNNAMED,1916,10,18,12,HU,29.6,-87.5,95,970.0,1916-10-18 12:00:00
AL141916,UNNAMED,1916,10,18,14,HU,30.4,-87.4,95,970.0,1916-10-18 14:00:00
AL151916,UNNAMED,1916,11,13,12,TS,16.8,-84.7,45,1002.0,1916-11-13 12:00:00
AL151916,UNNAMED,1916,11,15,18,EX,24.2,-83.2,55,1006.0,1916-11-15 18:00:00
AL041917,UNNAMED,1917,9,25,12,HU,21.8,-82.5,130,928.0,1917-09-25 12:00:00
AL041917,UNNAMED,1917,9,29,0,HU,30.2,-86.9,100,949.0,1917-09-29 00:00:00
AL041917,UNNAMED,1917,9,29,2,HU,30.4,-86.6,100,949.0,1917-09-29 02:00:00
AL011918,UNNAMED,1918,8,6,18,HU,29.8,-93.2,105,955.0,1918-08-06 18:00:00
AL021918,UNNAMED,1918,8,25,12,HU,15.6,-83.0,90,968.0,1918-08-25 12:00:00
AL011919,UNNAMED,1919,7,4,6,TS,29.9,-86.9,55,995.0,1919-07-04 06:00:00
AL011919,UNNAMED,1919,7,4,11,TS,30.4,-87.0,55,995.0,1919-07-04 11:00:00
AL021919,UNNAMED,1919,9,10,6,HU,24.6,-82.8,130,927.0,1919-09-10 06:00:00
AL021919,UNNAMED,1919,9,10,7,HU,24.6,-82.9,130,927.0,1919-09-10 07:00:00
AL021919,UNNAMED,1919,9,12,12,HU,26.2,-88.0,110,944.0,1919-09-12 12:00:00
AL021919,UNNAMED,1919,9,13,0,HU,26.5,-90.0,115,942.0,1919-09-13 00:00:00
AL021919,UNNAMED,1919,9,13,6,HU,26.5,-91.0,125,931.0,1919-09-13 06:00:00
AL021919,UNNAMED,1919,9,14,18,HU,27.2,-96.6,100,950.0,1919-09-14 18:00:00
AL021919,UNNAMED,1919,9,14,21,HU,27.2,-97.3,100,950.0,1919-09-14 21:00:00
AL021920,UNNAMED,1920,9,21,0,TS,23.6,-88.8,55,999.0,1920-09-21 00:00:00
AL021920,UNNAMED,1920,9,22,0,HU,28.9,-90.7,85,975.0,1920-09-22 00:00:00
AL021920,UNNAMED,1920,9,22,1,HU,29.1,-90.8,85,975.0,1920-09-22 01:00:00
AL021920,UNNAMED,1920,9,22,6,TS,30.5,-91.6,60,986.0,1920-09-22 06:00:00
AL011921,UNNAMED,1921,6,22,18,HU,28.5,-95.9,80,980.0,1921-06-22 18:00:00
AL031921,UNNAMED,1921,9,10,18,HU,16.9,-68.0,100,961.0,1921-09-10 18:00:00
AL031921,UNNAMED,1921,9,16,18,HU,41.2,-52.3,85,964.0,1921-09-16 18:00:00
AL031921,UNNAMED,1921,9,17,6,EX,48.0,-46.1,75,959.0,1921-09-17 06:00:00
AL041921,UNNAMED,1921,9,14,6,HU,40.1,-53.0,80,979.0,1921-09-14 06:00:00
AL061921,UNNAMED,1921,10,23,18,HU,20.9,-85.4,120,941.0,1921-10-23 18:00:00
AL061921,UNNAMED,1921,10,25,0,HU,25.6,-84.8,120,943.0,1921-10-25 00:00:00
AL061921,UNNAMED,1921,10,25,18,HU,27.8,-83.1,100,958.0,1921-10-25 18:00:00
AL061921,UNNAMED,1921,10,25,20,HU,28.1,-82.8,100,958.0,1921-10-25 20:00:00
AL011922,UNNAMED,1922,6,16,12,TD,26.0,-99.5,30,1006.0,1922-06-16 12:00:00
AL021922,UNNAMED,1922,9,21,12,HU,32.3,-64.8,100,960.0,1922-09-21 12:00:00
AL021922,UNNAMED,1922,9,23,18,EX,43.5,-44.5,75,971.0,1922-09-23 18:00:00
AL021922,UNNAMED,1922,9,24,18,EX,50.0,-26.0,75,952.0,1922-09-24 18:00:00
