storm_id,name,year,month,day,hour,status,lat,lon,wind_knots,pressure_mb,datetime
AL112003,GRACE,2003,8,30,12,TD,24.3,-92.4,30,1008.0,2003-08-30 12:00:00
AL112003,GRACE,2003,8,30,18,TS,24.9,-93.3,35,1009.0,2003-08-30 18:00:00
AL112003,GRACE,2003,8,31,0,TS,25.8,-94.3,35,1009.0,2003-08-31 00:00:00
AL112003,GRACE,2003,8,31,6,TS,27.2,-94.9,35,1008.0,2003-08-31 06:00:00
AL112003,GRACE,2003,8,31,11,TS,29.0,-95.1,35,1007.0,2003-08-31 11:00:00
AL112003,GRACE,2003,8,31,12,TS,29.4,-95.2,35,1007.0,2003-08-31 12:00:00
AL112003,GRACE,2003,8,31,18,TD,30.1,-95.6,30,1009.0,2003-08-31 18:00:00
AL112003,GRACE,2003,9,1,0,TD,30.9,-96.4,25,1009.0,2003-09-01 00:00:00
AL112003,GRACE,2003,9,1,6,TD,31.9,-96.6,20,1010.0,2003-09-01 06:00:00
AL112003,GRACE,2003,9,1,12,TD,32.6,-96.5,20,1010.0,2003-09-01 12:00:00
AL112003,GRACE,2003,9,1,18,TD,33.6,-95.7,20,1011.0,2003-09-01 18:00:00
AL112003,GRACE,2003,9,2,0,TD,34.1,-95.0,15,1011.0,2003-09-02 00:00:00
AL112003,GRACE,2003,9,2,6,TD,34.6,-94.5,15,1013.0,2003-09-02 06:00:00
AL122003,HENRI,2003,9,3,18,TD,27.4,-87.7,25,1013.0,2003-09-03 18:00:00
AL122003,HENRI,2003,9,4,0,TD,27.6,-87.8,25,1011.0,2003-09-04 00:00:00
AL122003,HENRI,2003,9,4,6,TD,27.8,-87.6,25,1009.0,2003-09-04 06:00:00
AL122003,HENRI,2003,9,4,12,TD,27.8,-87.2,30,1010.0,2003-09-04 12:00:00
AL122003,HENRI,2003,9,4,18,TD,27.8,-86.3,30,1002.0,2003-09-04 18:00:00
AL122003,HENRI,2003,9,5,0,TD,27.6,-85.8,30,1004.0,2003-09-05 00:00:00
AL122003,HENRI,2003,9,5,6,TS,27.7,-85.1,35,1000.0,2003-09-05 06:00:00
AL122003,HENRI,2003,9,5,12,TS,28.1,-84.4,40,997.0,2003-09-05 12:00:00
AL122003,HENRI,2003,9,5,18,TS,28.3,-84.2,50,997.0,2003-09-05 18:00:00
AL122003,HENRI,2003,9,6,0,TD,27.9,-83.9,30,1002.0,2003-09-06 00:00:00
AL122003,HENRI,2003,9,6,6,TD,27.7,-83.5,30,1005.0,2003-09-06 06:00:00
AL122003,HENRI,2003,9,6,9,TD,27.9,-82.8,30,1006.0,2003-09-06 09:00:00
AL122003,HENRI,2003,9,6,12,TD,28.4,-81.8,25,1007.0,2003-09-06 12:00:00
AL122003,HENRI,2003,9,6,18,TD,29.2,-80.4,25,1006.0,2003-09-06 18:00:00
AL122003,HENRI,2003,9,7,0,TD,30.0,-79.5,30,1006.0,2003-09-07 00:00:00
AL122003,HENRI,2003,9,7,6,TD,30.5,-79.2,30,1008.0,2003-09-07 06:00:00
AL122003,HENRI,2003,9,7,12,TD,30.8,-78.5,30,1006.0,2003-09-07 12:00:00
AL122003,HENRI,2003,9,7,18,TD,31.3,-77.9,30,1006.0,2003-09-07 18:00:00
AL122003,HENRI,2003,9,8,0,TD,31.7,-77.1,30,1006.0,2003-09-08 00:00:00
AL122003,HENRI,2003,9,8,6,TD,32.1,-76.5,30,1007.0,2003-09-08 06:00:00
AL122003,HENRI,2003,9,8,12,TD,32.5,-75.9,30,1006.0,2003-09-08 12:00:00
AL122003,HENRI,2003,9,8,18,EX,32.9,-75.3,25,1006.0,2003-09-08 18:00:00
AL132003,ISABEL,2003,9,6,0,TD,13.8,-31.4,30,1009.0,2003-09-06 00:00:00
AL132003,ISABEL,2003,9,6,6,TS,13.9,-32.7,35,1005.0,2003-09-06 06:00:00
AL132003,ISABEL,2003,9,6,12,TS,13.6,-33.9,40,1003.0,2003-09-06 12:00:00
AL132003,ISABEL,2003,9,6,18,TS,13.4,-34.9,45,1000.0,2003-09-06 18:00:00
AL132003,ISABEL,2003,9,7,0,TS,13.5,-35.8,55,994.0,2003-09-07 00:00:00
AL132003,ISABEL,2003,9,7,6,TS,13.9,-36.5,60,991.0,2003-09-07 06:00:00
AL132003,ISABEL,2003,9,7,12,HU,14.4,-37.3,65,987.0,2003-09-07 12:00:00
AL132003,ISABEL,2003,9,7,18,HU,15.2,-38.5,70,984.0,2003-09-07 18:00:00
AL132003,ISABEL,2003,9,8,0,HU,15.8,-39.7,80,976.0,2003-09-08 00:00:00
AL132003,ISABEL,2003,9,8,6,HU,16.5,-40.9,95,966.0,2003-09-08 06:00:00
AL132003,ISABEL,2003,9,8,12,HU,17.1,-42.0,110,952.0,2003-09-08 12:00:00
AL132003,ISABEL,2003,9,8,18,HU,17.6,-43.1,110,952.0,2003-09-08 18:00:00
AL132003,ISABEL,2003,9,9,0,HU,18.2,-44.1,115,948.0,2003-09-09 00:00:00
AL132003,ISABEL,2003,9,9,6,HU,18.9,-45.2,115,948.0,2003-09-09 06:00:00
AL132003,ISABEL,2003,9,9,12,HU,19.4,-46.3,115,948.0,2003-09-09 12:00:00
AL132003,ISABEL,2003,9,9,18,HU,20.0,-47.3,115,948.0,2003-09-09 18:00:00
AL132003,ISABEL,2003,9,10,0,HU,20.5,-48.3,110,952.0,2003-09-10 00:00:00
AL132003,ISABEL,2003,9,10,6,HU,20.9,-49.4,110,952.0,2003-09-10 06:00:00
AL132003,ISABEL,2003,9,10,12,HU,21.1,-50.4,115,948.0,2003-09-10 12:00:00
AL132003,ISABEL,2003,9,10,18,HU,21.1,-51.4,120,942.0,2003-09-10 18:00:00
AL132003,ISABEL,2003,9,11,0,HU,21.2,-52.3,125,935.0,2003-09-11 00:00:00
AL132003,ISABEL,2003,9,11,6,HU,21.3,-53.2,125,935.0,2003-09-11 06:00:00
AL132003,ISABEL,2003,9,11,12,HU,21.4,-54.0,135,925.0,2003-09-11 12:00:00
AL132003,ISABEL,2003,9,11,18,HU,21.5,-54.8,145,915.0,2003-09-11 18:00:00
AL132003,ISABEL,2003,9,12,0,HU,21.6,-55.7,140,920.0,2003-09-12 00:00:00
AL132003,ISABEL,2003,9,12,6,HU,21.7,-56.6,140,920.0,2003-09-12 06:00:00
AL132003,ISABEL,2003,9,12,12,HU,21.6,-57.4,140,920.0,2003-09-12 12:00:00
AL132003,ISABEL,2003,9,12,18,HU,21.7,-58.2,140,920.0,2003-09-12 18:00:00
AL132003,ISABEL,2003,9,13,0,HU,21.8,-59.1,135,925.0,2003-09-13 00:00:00
AL132003,ISABEL,2003,9,13,6,HU,21.9,-60.1,130,935.0,2003-09-13 06:00:00
AL132003,ISABEL,2003,9,13,12,HU,22.1,-61.0,135,935.0,2003-09-13 12:00:00
AL132003,ISABEL,2003,9,13,18,HU,22.5,-62.1,140,932.0,2003-09-13 18:00:00
AL132003,ISABEL,2003,9,14,0,HU,22.9,-63.3,135,935.0,2003-09-14 00:00:00
AL132003,ISABEL,2003,9,14,6,HU,23.2,-64.6,135,939.0,2003-09-14 06:00:00
AL132003,ISABEL,2003,9,14,12,HU,23.5,-65.8,135,935.0,2003-09-14 12:00:00
AL132003,ISABEL,2003,9,14,18,HU,23.9,-67.0,140,933.0,2003-09-14 18:00:00
AL132003,ISABEL,2003,9,15,0,HU,24.3,-67.9,130,937.0,2003-09-15 00:00:00
AL132003,ISABEL,2003,9,15,6,HU,24.5,-68.8,125,940.0,2003-09-15 06:00:00
AL132003,ISABEL,2003,9,15,12,HU,24.8,-69.4,120,946.0,2003-09-15 12:00:00
AL132003,ISABEL,2003,9,15,18,HU,25.3,-69.8,115,949.0,2003-09-15 18:00:00
AL132003,ISABEL,2003,9,16,0,HU,25.7,-70.2,105,952.0,2003-09-16 00:00:00
AL132003,ISABEL,2003,9,16,6,HU,26.3,-70.5,100,955.0,2003-09-16 06:00:00
AL132003,ISABEL,2003,9,16,12,HU,26.8,-70.9,95,959.0,2003-09-16 12:00:00
AL132003,ISABEL,2003,9,16,18,HU,27.4,-71.2,95,959.0,2003-09-16 18:00:00
AL132003,ISABEL,2003,9,17,0,HU,28.1,-71.5,95,957.0,2003-09-17 00:00:00
AL132003,ISABEL,2003,9,17,6,HU,28.9,-71.9,95,957.0,2003-09-17 06:00:00
AL132003,ISABEL,2003,9,17,12,HU,29.7,-72.5,90,957.0,2003-09-17 12:00:00
AL132003,ISABEL,2003,9,17,18,HU,30.6,-73.0,90,955.0,2003-09-17 18:00:00
AL132003,ISABEL,2003,9,18,0,HU,31.5,-73.5,90,953.0,2003-09-18 00:00:00
AL132003,ISABEL,2003,9,18,6,HU,32.5,-74.3,90,956.0,2003-09-18 06:00:00
AL132003,ISABEL,2003,9,18,12,HU,33.7,-75.2,90,956.0,2003-09-18 12:00:00
AL132003,ISABEL,2003,9,18,17,HU,34.9,-76.2,90,957.0,2003-09-18 17:00:00
AL132003,ISABEL,2003,9,18,18,HU,35.1,-76.4,85,958.0,2003-09-18 18:00:00
AL132003,ISABEL,2003,9,19,0,HU,36.7,-77.7,65,969.0,2003-09-19 00:00:00
AL132003,ISABEL,2003,9,19,6,TS,38.6,-78.9,50,988.0,2003-09-19 06:00:00
AL132003,ISABEL,2003,9,19,12,EX,40.9,-80.3,35,997.0,2003-09-19 12:00:00
AL132003,ISABEL,2003,9,19,18,EX,43.9,-80.9,30,1000.0,2003-09-19 18:00:00
AL132003,ISABEL,2003,9,20,0,EX,48.0,-81.0,25,1000.0,2003-09-20 00:00:00
AL142003,UNNAMED,2003,9,8,6,TD,11.6,-21.7,25,1009.0,2003-09-08 06:00:00
AL142003,UNNAMED,2003,9,8,12,TD,11.4,-22.2,25,1009.0,2003-09-08 12:00:00
AL142003,UNNAMED,2003,9,8,18,TD,11.2,-22.6,25,1009.0,2003-09-08 18:00:00
AL142003,UNNAMED,2003,9,9,0,TD,11.2,-23.0,25,1008.0,2003-09-09 00:00:00
AL142003,UNNAMED,2003,9,9,6,TD,11.6,-23.6,25,1007.0,2003-09-09 06:00:00
AL142003,UNNAMED,2003,9,9,12,TD,12.4,-24.4,30,1007.0,2003-09-09 12:00:00
AL142003,UNNAMED,2003,9,9,18,TD,13.6,-24.9,30,1007.0,2003-09-09 18:00:00
AL142003,UNNAMED,2003,9,10,0,TD,14.6,-25.0,25,1008.0,2003-09-10 00:00:00
AL142003,UNNAMED,2003,9,10,6,TD,15.3,-25.1,25,1009.0,2003-09-10 06:00:00
AL142003,UNNAMED,2003,9,10,12,TD,15.9,-25.2,25,1010.0,2003-09-10 12:00:00
AL152003,JUAN,2003,9,24,12,TD,28.2,-62.4,25,1009.0,2003-09-24 12:00:00
AL152003,JUAN,2003,9,24,18,TD,28.3,-62.2,30,1007.0,2003-09-24 18:00:00
AL152003,JUAN,2003,9,25,0,TS,28.4,-62.0,35,1006.0,2003-09-25 00:00:00
AL152003,JUAN,2003,9,25,6,TS,28.8,-61.7,40,1002.0,2003-09-25 06:00:00
AL152003,JUAN,2003,9,25,12,TS,29.2,-61.4,45,1000.0,2003-09-25 12:00:00
AL152003,JUAN,2003,9,25,18,TS,30.4,-61.6,50,996.0,2003-09-25 18:00:00
AL152003,JUAN,2003,9,26,0,TS,30.9,-61.8,55,992.0,2003-09-26 00:00:00
AL152003,JUAN,2003,9,26,6,TS,31.1,-61.8,60,990.0,2003-09-26 06:00:00
AL152003,JUAN,2003,9,26,12,HU,31.8,-62.0,65,987.0,2003-09-26 12:00:00
AL152003,JUAN,2003,9,26,18,HU,32.5,-62.0,70,987.0,2003-09-26 18:00:00
AL152003,JUAN,2003,9,27,0,HU,33.3,-62.0,75,984.0,2003-09-27 00:00:00
AL152003,JUAN,2003,9,27,6,HU,34.4,-62.2,75,981.0,2003-09-27 06:00:00
AL152003,JUAN,2003,9,27,12,HU,35.2,-62.8,75,979.0,2003-09-27 12:00:00
AL152003,JUAN,2003,9,27,18,HU,35.5,-63.2,90,969.0,2003-09-27 18:00:00
AL152003,JUAN,2003,9,28,0,HU,36.3,-63.6,90,970.0,2003-09-28 00:00:00
AL152003,JUAN,2003,9,28,6,HU,37.1,-64.0,90,970.0,2003-09-28 06:00:00
AL152003,JUAN,2003,9,28,12,HU,38.5,-64.1,90,970.0,2003-09-28 12:00:00
AL152003,JUAN,2003,9,28,18,HU,40.2,-64.1,90,970.0,2003-09-28 18:00:00
AL152003,JUAN,2003,9,29,0,HU,42.8,-63.9,85,972.0,2003-09-29 00:00:00
AL152003,JUAN,2003,9,29,3,HU,44.4,-63.8,85,973.0,2003-09-29 03:00:00
AL152003,JUAN,2003,9,29,6,HU,46.0,-63.8,65,982.0,2003-09-29 06:00:00
AL152003,JUAN,2003,9,29,12,TS,49.8,-62.4,45,995.0,2003-09-29 12:00:00
AL162003,KATE,2003,9,25,18,TD,11.8,-37.7,30,1008.0,2003-09-25 18:00:00
AL162003,KATE,2003,9,26,0,TD,12.8,-38.5,30,1008.0,2003-09-26 00:00:00
AL162003,KATE,2003,9,26,6,TD,14.0,-39.4,30,1008.0,2003-09-26 06:00:00
AL162003,KATE,2003,9,26,12,TD,15.2,-40.2,30,1007.0,2003-09-26 12:00:00
AL162003,KATE,2003,9,26,18,TD,16.6,-41.0,30,1007.0,2003-09-26 18:00:00
AL162003,KATE,2003,9,27,0,TD,18.0,-41.8,30,1007.0,2003-09-27 00:00:00
AL162003,KATE,2003,9,27,6,TD,19.2,-43.0,30,1007.0,2003-09-27 06:00:00
AL162003,KATE,2003,9,27,12,TD,20.0,-43.8,30,1007.0,2003-09-27 12:00:00
AL162003,KATE,2003,9,27,18,TS,21.0,-44.2,35,1005.0,2003-09-27 18:00:00
AL162003,KATE,2003,9,28,0,TS,22.0,-44.5,45,1000.0,2003-09-28 00:00:00
AL162003,KATE,2003,9,28,6,TS,23.0,-44.3,50,997.0,2003-09-28 06:00:00
AL162003,KATE,2003,9,28,12,TS,23.9,-43.6,50,997.0,2003-09-28 12:00:00
AL162003,KATE,2003,9,28,18,TS,24.8,-42.6,50,997.0,2003-09-28 18:00:00
AL162003,KATE,2003,9,29,0,TS,26.1,-41.3,50,997.0,2003-09-29 00:00:00
AL162003,KATE,2003,9,29,6,TS,27.2,-39.9,55,994.0,2003-09-29 06:00:00
AL162003,KATE,2003,9,29,12,TS,28.3,-38.2,55,991.0,2003-09-29 12:00:00
AL162003,KATE,2003,9,29,18,HU,29.2,-36.8,65,987.0,2003-09-29 18:00:00
AL162003,KATE,2003,9,30,0,HU,30.0,-35.4,65,987.0,2003-09-30 00:00:00
AL162003,KATE,2003,9,30,6,TS,30.8,-34.8,55,992.0,2003-09-30 06:00:00
AL162003,KATE,2003,9,30,12,TS,31.8,-35.1,55,992.0,2003-09-30 12:00:00
AL162003,KATE,2003,9,30,18,TS,32.6,-36.0,50,996.0,2003-09-30 18:00:00
AL162003,KATE,2003,10,1,0,TS,32.5,-37.1,50,997.0,2003-10-01 00:00:00
AL162003,KATE,2003,10,1,6,TS,32.4,-38.3,50,997.0,2003-10-01 06:00:00
AL162003,KATE,2003,10,1,12,TS,32.2,-39.6,55,994.0,2003-10-01 12:00:00
AL162003,KATE,2003,10,1,18,HU,31.7,-40.9,65,987.0,2003-10-01 18:00:00
AL162003,KATE,2003,10,2,0,HU,31.1,-42.1,65,987.0,2003-10-02 00:00:00
AL162003,KATE,2003,10,2,6,HU,30.3,-43.0,75,979.0,2003-10-02 06:00:00
AL162003,KATE,2003,10,2,12,HU,30.1,-43.6,75,979.0,2003-10-02 12:00:00
AL162003,KATE,2003,10,2,18,HU,29.9,-44.7,80,976.0,2003-10-02 18:00:00
AL162003,KATE,2003,10,3,0,HU,29.6,-45.8,80,976.0,2003-10-03 00:00:00
AL162003,KATE,2003,10,3,6,HU,29.4,-46.9,90,970.0,2003-10-03 06:00:00
AL162003,KATE,2003,10,3,12,HU,29.4,-47.8,90,970.0,2003-10-03 12:00:00
AL162003,KATE,2003,10,3,18,HU,29.6,-49.1,100,962.0,2003-10-03 18:00:00
AL162003,KATE,2003,10,4,0,HU,29.9,-50.3,100,962.0,2003-10-04 00:00:00
AL162003,KATE,2003,10,4,6,HU,30.1,-51.6,100,962.0,2003-10-04 06:00:00
AL162003,KATE,2003,10,4,12,HU,30.1,-52.8,105,956.0,2003-10-04 12:00:00
AL162003,KATE,2003,10,4,18,HU,30.2,-54.0,110,952.0,2003-10-04 18:00:00
AL162003,KATE,2003,10,5,0,HU,30.3,-54.7,100,962.0,2003-10-05 00:00:00
AL162003,KATE,2003,10,5,6,HU,30.4,-55.5,95,968.0,2003-10-05 06:00:00
AL162003,KATE,2003,10,5,12,HU,30.7,-56.1,90,973.0,2003-10-05 12:00:00
AL162003,KATE,2003,10,5,18,HU,31.4,-56.4,85,975.0,2003-10-05 18:00:00
AL162003,KATE,2003,10,6,0,HU,32.3,-56.2,80,977.0,2003-10-06 00:00:00
AL162003,KATE,2003,10,6,6,HU,33.5,-56.0,80,977.0,2003-10-06 06:00:00
AL162003,KATE,2003,10,6,12,HU,35.2,-55.6,75,979.0,2003-10-06 12:00:00
AL162003,KATE,2003,10,6,18,HU,36.9,-55.0,70,983.0,2003-10-06 18:00:00
AL162003,KATE,2003,10,7,0,HU,38.6,-54.0,65,987.0,2003-10-07 00:00:00
AL162003,KATE,2003,10,7,6,TS,40.5,-52.1,60,987.0,2003-10-07 06:00:00
AL162003,KATE,2003,10,7,12,TS,43.8,-49.5,60,987.0,2003-10-07 12:00:00
AL162003,KATE,2003,10,7,18,TS,47.5,-47.2,60,980.0,2003-10-07 18:00:00
AL162003,KATE,2003,10,8,0,EX,52.0,-44.0,60,978.0,2003-10-08 00:00:00
AL162003,KATE,2003,10,8,6,EX,56.5,-40.5,65,974.0,2003-10-08 06:00:00
AL162003,KATE,2003,10,8,12,EX,59.5,-37.0,65,974.0,2003-10-08 12:00:00
AL162003,KATE,2003,10,8,18,EX,61.1,-33.4,65,970.0,2003-10-08 18:00:00
AL162003,KATE,2003,10,9,0,EX,62.1,-28.7,60,970.0,2003-10-09 00:00:00
AL162003,KATE,2003,10,9,6,EX,62.5,-24.0,55,972.0,2003-10-09 06:00:00
AL162003,KATE,2003,10,9,12,EX,62.6,-19.0,55,973.0,2003-10-09 12:00:00
AL162003,KATE,2003,10,9,18,EX,62.5,-12.6,50,976.0,2003-10-09 18:00:00
AL162003,KATE,2003,10,10,0,EX,63.0,-6.0,50,980.0,2003-10-10 00:00:00
AL172003,LARRY,2003,9,27,18,LO,18.5,-84.7,15,1009.0,2003-09-27 18:00:00
AL172003,LARRY,2003,9,28,0,LO,18.7,-84.9,15,1009.0,2003-09-28 00:00:00
AL172003,LARRY,2003,9,28,6,LO,19.0,-85.3,20,1008.0,2003-09-28 06:00:00
AL172003,LARRY,2003,9,28,12,LO,19.3,-86.0,20,1008.0,2003-09-28 12:00:00
AL172003,LARRY,2003,9,28,18,LO,19.7,-86.9,20,1008.0,2003-09-28 18:00:00
AL172003,LARRY,2003,9,29,0,LO,20.0,-87.5,20,1007.0,2003-09-29 00:00:00
AL172003,LARRY,2003,9,29,6,LO,20.3,-88.2,20,1007.0,2003-09-29 06:00:00
AL172003,LARRY,2003,9,29,12,LO,20.6,-88.9,20,1007.0,2003-09-29 12:00:00
AL172003,LARRY,2003,9,29,18,LO,21.0,-89.6,20,1007.0,2003-09-29 18:00:00
AL172003,LARRY,2003,9,30,0,EX,21.2,-90.5,25,1007.0,2003-09-30 00:00:00
AL172003,LARRY,2003,9,30,6,EX,21.4,-91.5,25,1007.0,2003-09-30 06:00:00
AL172003,LARRY,2003,9,30,12,EX,21.3,-92.1,30,1007.0,2003-09-30 12:00:00
AL172003,LARRY,2003,9,30,18,EX,21.2,-92.5,35,1006.0,2003-09-30 18:00:00
AL172003,LARRY,2003,10,1,0,EX,20.9,-92.9,40,1006.0,2003-10-01 00:00:00
AL172003,LARRY,2003,10,1,6,EX,20.9,-92.9,40,1005.0,2003-10-01 06:00:00
AL172003,LARRY,2003,10,1,12,EX,21.0,-93.0,40,1004.0,2003-10-01 12:00:00
AL172003,LARRY,2003,10,1,18,TS,21.0,-93.2,45,1003.0,2003-10-01 18:00:00
AL172003,LARRY,2003,10,2,0,TS,20.9,-93.4,45,1002.0,2003-10-02 00:00:00
AL172003,LARRY,2003,10,2,6,TS,20.7,-93.4,45,1000.0,2003-10-02 06:00:00
AL172003,LARRY,2003,10,2,12,TS,20.5,-93.4,45,998.0,2003-10-02 12:00:00
AL172003,LARRY,2003,10,2,18,TS,20.4,-93.6,50,996.0,2003-10-02 18:00:00
AL172003,LARRY,2003,10,3,0,TS,20.5,-94.0,55,993.0,2003-10-03 00:00:00
AL172003,LARRY,2003,10,3,6,TS,20.3,-94.3,50,994.0,2003-10-03 06:00:00
AL172003,LARRY,2003,10,3,12,TS,20.1,-94.5,50,994.0,2003-10-03 12:00:00
AL172003,LARRY,2003,10,3,18,TS,19.9,-94.7,50,995.0,2003-10-03 18:00:00
AL172003,LARRY,2003,10,4,0,TS,19.6,-94.5,50,995.0,2003-10-04 00:00:00
AL172003,LARRY,2003,10,4,6,TS,19.5,-94.0,50,994.0,2003-10-04 06:00:00
AL172003,LARRY,2003,10,4,12,TS,19.3,-93.8,50,994.0,2003-10-04 12:00:00
AL172003,LARRY,2003,10,4,18,TS,18.8,-93.8,50,996.0,2003-10-04 18:00:00
AL172003,LARRY,2003,10,5,0,TS,18.6,-93.6,50,996.0,2003-10-05 00:00:00
AL172003,LARRY,2003,10,5,6,TS,18.5,-93.5,50,996.0,2003-10-05 06:00:00
AL172003,LARRY,2003,10,5,10,TS,18.4,-93.5,50,996.0,2003-10-05 10:00:00
AL172003,LARRY,2003,10,5,12,TS,18.4,-93.5,50,997.0,2003-10-05 12:00:00
AL172003,LARRY,2003,10,5,18,TS,18.2,-93.7,40,1000.0,2003-10-05 18:00:00
AL172003,LARRY,2003,10,6,0,TS,17.9,-93.8,35,1003.0,2003-10-06 00:00:00
AL172003,LARRY,2003,10,6,6,TD,17.5,-93.9,25,1005.0,2003-10-06 06:00:00
AL172003,LARRY,2003,10,6,12,LO,17.2,-94.1,20,1006.0,2003-10-06 12:00:00
AL172003,LARRY,2003,10,6,18,LO,16.9,-94.3,20,1006.0,2003-10-06 18:00:00
AL172003,LARRY,2003,10,7,0,LO,16.6,-94.5,15,1007.0,2003-10-07 00:00:00
AL172003,LARRY,2003,10,7,6,LO,16.3,-94.7,15,1007.0,2003-10-07 06:00:00
AL172003,LARRY,2003,10,7,12,LO,16.0,-95.0,15,1008.0,2003-10-07 12:00:00
AL172003,LARRY,2003,10,7,18,LO,15.8,-95.3,15,1009.0,2003-10-07 18:00:00
AL182003,MINDY,2003,10,10,18,TS,19.1,-68.8,40,1004.0,2003-10-10 18:00:00
AL182003,MINDY,2003,10,11,0,TS,20.1,-69.7,40,1002.0,2003-10-11 00:00:00
AL182003,MINDY,2003,10,11,6,TS,20.9,-70.4,40,1003.0,2003-10-11 06:00:00
AL182003,MINDY,2003,10,11,12,TS,21.8,-71.3,35,1007.0,2003-10-11 12:00:00
AL182003,MINDY,2003,10,11,18,TS,22.7,-71.5,35,1007.0,2003-10-11 18:00:00
AL182003,MINDY,2003,10,12,0,TS,23.6,-71.9,35,1006.0,2003-10-12 00:00:00
AL182003,MINDY,2003,10,12,6,TD,24.0,-72.4,30,1007.0,2003-10-12 06:00:00
AL182003,MINDY,2003,10,12,12,TD,24.7,-72.2,30,1008.0,2003-10-12 12:00:00
AL182003,MINDY,2003,10,12,18,TD,25.5,-72.0,30,1008.0,2003-10-12 18:00:00
AL182003,MINDY,2003,10,13,0,TD,25.6,-71.0,30,1008.0,2003-10-13 00:00:00
AL182003,MINDY,2003,10,13,6,TD,25.7,-70.3,30,1008.0,2003-10-13 06:00:00
AL182003,MINDY,2003,10,13,12,TD,25.8,-69.3,30,1008.0,2003-10-13 12:00:00
AL182003,MINDY,2003,10,13,18,TD,25.9,-68.3,30,1007.0,2003-10-13 18:00:00
AL182003,MINDY,2003,10,14,0,TD,25.9,-67.7,25,1008.0,2003-10-14 00:00:00
AL192003,NICHOLAS,2003,10,13,0,TD,9.5,-37.0,25,1009.0,2003-10-13 00:00:00
AL192003,NICHOLAS,2003,10,13,6,TD,9.5,-37.7,25,1008.0,2003-10-13 06:00:00
AL192003,NICHOLAS,2003,10,13,12,TD,9.6,-38.4,25,1008.0,2003-10-13 12:00:00
AL192003,NICHOLAS,2003,10,13,18,TD,9.9,-38.9,30,1007.0,2003-10-13 18:00:00
AL192003,NICHOLAS,2003,10,14,0,TD,10.2,-39.5,30,1006.0,2003-10-14 00:00:00
AL192003,NICHOLAS,2003,10,14,6,TD,10.5,-40.3,30,1006.0,2003-10-14 06:00:00
AL192003,NICHOLAS,2003,10,14,12,TD,10.7,-41.1,30,1006.0,2003-10-14 12:00:00
AL192003,NICHOLAS,2003,10,14,18,TS,10.9,-41.9,35,1005.0,2003-10-14 18:00:00
AL192003,NICHOLAS,2003,10,15,0,TS,11.2,-42.5,40,1003.0,2003-10-15 00:00:00
AL192003,NICHOLAS,2003,10,15,6,TS,11.5,-43.1,45,1000.0,2003-10-15 06:00:00
AL192003,NICHOLAS,2003,10,15,12,TS,11.8,-43.7,45,1000.0,2003-10-15 12:00:00
AL192003,NICHOLAS,2003,10,15,18,TS,12.2,-44.3,45,1000.0,2003-10-15 18:00:00
AL192003,NICHOLAS,2003,10,16,0,TS,12.6,-45.0,45,1000.0,2003-10-16 00:00:00
AL192003,NICHOLAS,2003,10,16,6,TS,13.1,-45.6,45,1000.0,2003-10-16 06:00:00
AL192003,NICHOLAS,2003,10,16,12,TS,13.5,-46.0,50,997.0,2003-10-16 12:00:00
AL192003,NICHOLAS,2003,10,16,18,TS,14.0,-46.6,55,994.0,2003-10-16 18:00:00
AL192003,NICHOLAS,2003,10,17,0,TS,14.4,-47.2,55,995.0,2003-10-17 00:00:00
AL192003,NICHOLAS,2003,10,17,6,TS,15.0,-47.6,55,994.0,2003-10-17 06:00:00
AL192003,NICHOLAS,2003,10,17,12,TS,15.5,-48.0,60,990.0,2003-10-17 12:00:00
AL192003,NICHOLAS,2003,10,17,18,TS,16.1,-48.1,55,994.0,2003-10-17 18:00:00
AL192003,NICHOLAS,2003,10,18,0,TS,16.3,-48.1,55,994.0,2003-10-18 00:00:00
AL192003,NICHOLAS,2003,10,18,6,TS,16.3,-47.9,55,994.0,2003-10-18 06:00:00
AL192003,NICHOLAS,2003,10,18,12,TS,16.5,-47.8,55,994.0,2003-10-18 12:00:00
AL192003,NICHOLAS,2003,10,18,18,TS,16.7,-47.7,50,997.0,2003-10-18 18:00:00
AL192003,NICHOLAS,2003,10,19,0,TS,17.0,-47.6,50,997.0,2003-10-19 00:00:00
AL192003,NICHOLAS,2003,10,19,6,TS,17.3,-47.4,50,997.0,2003-10-19 06:00:00
AL192003,NICHOLAS,2003,10,19,12,TS,17.6,-47.3,50,997.0,2003-10-19 12:00:00
AL192003,NICHOLAS,2003,10,19,18,TS,17.6,-47.5,45,1000.0,2003-10-19 18:00:00
AL192003,NICHOLAS,2003,10,20,0,TS,17.4,-47.7,45,1000.0,2003-10-20 00:00:00
AL192003,NICHOLAS,2003,10,20,6,TS,17.6,-47.9,45,1000.0,2003-10-20 06:00:00
AL192003,NICHOLAS,2003,10,20,12,TS,17.8,-48.1,40,1002.0,2003-10-20 12:00:00
AL192003,NICHOLAS,2003,10,20,18,TS,18.1,-48.9,35,1005.0,2003-10-20 18:00:00
AL192003,NICHOLAS,2003,10,21,0,TS,18.4,-49.7,35,1005.0,2003-10-21 00:00:00
AL192003,NICHOLAS,2003,10,21,6,TS,18.6,-50.3,40,1002.0,2003-10-21 06:00:00
AL192003,NICHOLAS,2003,10,21,12,TS,18.7,-51.0,45,1000.0,2003-10-21 12:00:00
